time,balance
2025-03-01T00:00:00,15000.0
2025-03-03T04:00:00,15000.0
2025-03-03T16:00:01,15005.11
2025-03-06T20:00:00,15005.11
2025-03-12T16:00:00,15005.11
2025-03-14T04:00:00,15013.24
2025-03-14T04:00:00,15008.87
2025-03-25T16:00:00,15008.87
2025-03-27T12:00:00,15008.87
2025-03-28T16:00:00,15016.25
2025-03-28T16:00:00,15014.87
2025-04-04T12:00:00,15014.87
2025-04-07T04:00:00,15017.7
2025-04-10T16:00:00,15017.7
2025-04-10T20:00:00,15027.53
2025-04-11T20:00:00,15027.53
2025-04-22T04:00:00,15027.53
2025-04-22T04:00:00,15027.53
2025-04-23T00:07:26,15033.79
2025-04-23T04:00:00,15052.13
2025-04-23T04:00:00,15043.01
2025-05-02T08:00:00,15043.01
2025-05-02T20:00:00,15044.42
2025-05-13T16:00:00,15044.42
2025-05-14T16:00:00,15053.68
2025-05-22T12:00:00,15053.68
2025-05-23T00:07:37,15055.5
2025-06-04T20:00:00,15055.5
2025-06-05T20:00:01,15056.52
2025-06-13T04:00:00,15056.52
2025-06-17T20:00:00,15062.03
2025-06-20T04:00:00,15062.03
2025-06-23T20:00:00,15062.03
2025-06-24T00:09:13,15067.95
2025-06-24T00:09:13,15073.02
2025-06-27T04:00:00,15073.02
2025-07-01T20:00:00,15073.02
2025-07-03T16:00:00,15078.47
2025-07-03T16:00:00,15073.88
2025-07-08T04:00:00,15073.88
2025-07-15T12:00:00,15073.88
2025-07-16T20:00:00,15073.88
2025-07-21T20:00:00,15090.3
2025-07-21T20:00:00,15091.49
2025-07-21T20:00:00,15085.73
2025-07-23T16:00:00,15085.73
2025-07-25T16:00:00,15086.32
2025-07-30T04:00:00,15086.32
2025-08-01T16:00:00,15086.32
2025-08-04T00:06:07,15095.1
2025-08-04T00:06:07,15096.9
2025-08-04T04:00:01,15096.9
2025-08-04T08:00:00,15098.44
2025-08-20T16:00:00,15098.44
2025-08-22T20:00:00,15098.44
2025-08-22T20:00:00,15098.22
2025-08-22T20:00:00,15102.8
2025-08-27T20:00:00,15102.8
2025-08-28T16:00:00,15105.49
2025-09-09T16:00:00,15105.49
2025-09-10T04:00:00,15109.4
2025-09-17T16:00:00,15109.4
2025-09-18T12:00:00,15110.9
2025-09-24T12:00:00,15110.9
2025-09-24T16:00:00,15113.69
2025-09-26T20:00:00,15113.69
2025-09-30T12:00:00,15119.61
2025-10-07T04:00:00,15119.61
2025-10-10T20:00:00,15119.61
2025-10-14T20:00:00,15119.61
2025-10-15T20:00:00,15128.08
2025-10-15T20:00:00,15134.04
2025-10-15T20:00:00,15126.24
2025-10-17T16:00:00,15126.24
2025-10-20T16:00:00,15128.44
2025-10-22T20:00:00,15128.44
2025-10-24T16:00:00,15129.4
2025-11-06T00:05:01,15129.4
2025-11-06T16:00:00,15133.44
2025-11-14T12:00:00,15133.44
2025-11-17T08:00:00,15135.46
2025-11-21T08:00:00,15135.46
2025-11-25T16:00:00,15137.47
2025-12-01T12:00:00,15137.47
2025-12-01T16:00:00,15139.6
2025-12-04T16:00:00,15139.6
2025-12-05T20:00:10,15141.59
2025-12-12T16:00:00,15141.59
2025-12-17T12:00:00,15142.66
2026-01-05T20:00:00,15142.66
2026-01-12T04:00:00,15142.66
2026-01-12T12:00:00,15147.58
2026-01-12T12:00:00,15143.53
2026-01-12T20:00:00,15143.53
2026-01-16T16:00:00,15143.53
2026-01-20T08:00:00,15151.79
2026-01-20T08:00:00,15150.33
2026-01-21T12:00:00,15150.33
2026-01-28T08:00:00,15150.33
2026-01-30T20:00:00,15175.14
2026-01-30T20:00:00,15158.35
2026-02-03T20:00:00,15158.35
2026-02-06T16:00:00,15158.35
2026-02-09T08:00:00,15162.45
2026-02-09T08:00:00,15163.43
2026-02-10T20:00:00,15163.43
2026-02-11T16:00:00,15166.72
2026-02-17T20:00:00,15166.72
2026-02-20T16:00:00,15166.72
2026-02-23T04:00:00,15177.62
2026-02-23T04:00:00,15175.57
2026-02-26T12:00:00,15175.57
2026-02-27T20:00:00,15177.27
