time,balance
2025-12-11T12:00:00,15174.87
2025-12-11T12:00:01,15176.39
2025-12-17T12:00:00,15176.39
2025-12-17T12:00:00,15176.39
2025-12-18T04:00:00,15177.57
2025-12-18T04:00:00,15184.65
2025-12-18T04:00:00,15208.5
2025-12-18T04:00:00,15220.78
2025-12-18T04:00:00,15222.01
2025-12-18T04:00:00,15205.41
2025-12-18T04:00:00,15197.76
2025-12-18T16:00:00,15197.76
2025-12-22T12:00:00,15199.26
2025-12-26T12:00:00,15199.26
2025-12-31T12:00:00,15200.42
2026-01-07T20:00:00,15200.42
2026-01-08T08:00:01,15202.69
2026-01-12T04:00:00,15202.69
2026-01-12T16:00:00,15204.23
2026-01-16T00:05:04,15204.23
2026-01-16T00:09:47,15203.89
2026-01-27T00:19:28,15203.89
2026-01-28T16:00:00,15203.89
2026-02-02T08:00:00,15217.43
2026-02-02T08:00:00,15215.89
2026-02-03T04:00:00,15215.89
2026-02-03T08:00:00,15218.62
2026-02-06T12:00:01,15218.62
2026-02-06T20:00:01,15222.97
2026-02-12T08:00:00,15222.97
2026-02-13T08:00:02,15228.27
2026-02-17T16:00:00,15228.27
2026-02-20T20:00:00,15228.27
2026-02-20T20:00:00,15227.91
2026-02-20T20:00:00,15230.85
2026-02-24T16:00:00,15230.85
2026-02-24T16:00:00,15230.74
