time,balance
2025-03-01T00:00:00,15000.0
2025-03-03T04:00:00,15000.0
2025-03-05T00:05:27,15000.0
2025-03-05T12:00:00,15002.38
2025-03-05T12:00:00,15007.9
2025-03-14T12:00:00,15007.9
2025-03-14T16:00:00,15009.34
2025-03-18T16:00:00,15009.34
2025-03-19T12:00:00,15012.06
2025-03-24T12:00:00,15012.06
2025-03-26T12:00:00,15014.53
2025-04-01T08:00:00,15014.53
2025-04-02T08:00:00,15017.4
2025-04-07T16:00:00,15017.4
2025-04-10T00:06:49,15023.96
2025-04-14T16:00:00,15023.96
2025-04-17T16:00:00,15023.96
2025-04-21T08:00:01,15027.36
2025-04-22T12:00:00,15027.36
2025-04-24T00:08:35,15034.64
2025-04-24T00:08:35,15026.8
2025-05-05T20:00:00,15026.8
2025-05-07T04:00:00,15026.8
2025-05-07T20:00:00,15026.8
2025-05-08T00:07:36,15033.52
2025-05-08T00:07:36,15037.02
2025-05-12T04:00:00,15037.02
2025-05-12T04:00:00,15037.02
2025-05-13T08:00:00,15037.02
2025-05-13T08:00:00,15037.02
2025-05-13T16:00:00,15040.16
2025-05-13T16:00:00,15040.8
2025-05-13T20:00:00,15058.68
2025-05-13T20:00:00,15068.74
2025-05-13T20:00:00,15065.85
2025-05-26T20:00:00,15065.85
2025-05-27T12:00:02,15069.71
2025-05-29T16:00:00,15069.71
2025-06-02T04:00:00,15069.71
2025-06-02T12:00:00,15073.71
2025-06-02T12:00:00,15075.72
2025-06-06T12:00:00,15075.72
2025-06-11T04:00:00,15075.72
2025-06-12T08:00:00,15079.14
2025-06-12T08:00:00,15078.33
2025-06-20T04:00:00,15078.33
2025-06-24T08:00:00,15079.01
2025-06-25T04:00:00,15079.01
2025-06-26T00:07:00,15079.86
2025-07-08T04:00:00,15079.86
2025-07-10T12:00:00,15084.07
2025-07-18T04:00:00,15084.07
2025-07-21T20:00:04,15086.45
2025-07-24T16:00:00,15086.45
2025-07-25T16:00:00,15090.9
2025-07-30T16:00:00,15090.9
2025-07-31T08:00:00,15090.9
2025-08-06T04:00:00,15092.26
2025-08-06T04:00:00,15093.02
2025-08-07T20:00:00,15093.02
2025-08-14T12:00:00,15093.02
2025-08-14T16:00:00,15096.66
2025-08-14T16:00:00,15095.79
2025-08-15T16:00:00,15095.79
2025-08-18T20:00:00,15095.79
2025-08-19T20:00:09,15098.84
2025-08-22T04:00:06,15098.84
2025-08-22T20:00:00,15111.24
2025-08-22T20:00:00,15108.25
2025-09-03T08:00:00,15108.25
2025-09-03T16:00:00,15110.05
2025-09-09T20:00:00,15110.05
2025-09-11T20:00:00,15110.05
2025-09-12T12:00:03,15110.05
2025-09-16T20:00:00,15110.05
2025-09-17T12:00:00,15110.05
2025-09-18T08:00:02,15121.39
2025-09-18T08:00:02,15123.69
2025-09-18T08:00:02,15119.18
2025-09-22T16:00:00,15119.18
2025-09-22T16:00:00,15119.18
2025-09-29T04:00:00,15119.18
2025-09-29T04:00:00,15119.18
2025-09-30T08:00:00,15128.82
2025-09-30T08:00:00,15129.41
2025-09-30T20:00:06,15153.93
2025-09-30T20:00:06,15159.63
2025-09-30T20:00:06,15146.31
2025-09-30T20:00:06,15141.96
2025-10-06T20:00:03,15141.96
2025-10-08T16:00:00,15141.96
2025-10-08T16:00:00,15141.96
2025-10-09T08:00:02,15144.48
2025-10-09T08:00:02,15149.52
2025-10-09T08:00:02,15148.24
2025-10-13T20:00:05,15148.24
2025-10-21T08:00:00,15148.24
2025-10-23T12:00:00,15148.24
2025-10-23T12:00:00,15148.24
2025-10-27T04:00:00,15148.24
2025-10-27T04:00:00,15148.24
2025-10-27T04:00:00,15148.24
2025-10-27T04:00:02,15147.73
2025-10-27T04:00:02,15152.49
2025-10-27T04:00:02,15155.34
2025-10-27T08:00:00,15155.79
2025-10-27T08:00:00,15161.19
2025-10-27T08:00:00,15162.23
2025-10-27T12:00:00,15164.35
2025-10-30T04:00:00,15164.35
2025-10-30T16:00:00,15167.94
2025-11-04T08:00:00,15167.94
2025-11-05T08:00:00,15167.94
2025-11-10T04:00:00,15172.9
2025-11-10T04:00:00,15173.19
2025-11-13T20:00:00,15173.19
2025-11-14T00:05:38,15174.03
2025-11-18T16:00:00,15174.03
2025-11-27T00:06:34,15174.87
2025-11-27T04:00:00,15174.87
2025-11-28T12:00:00,15174.87
2025-12-05T00:05:00,15174.87
2025-12-08T12:00:00,15174.87
2025-12-11T08:00:00,15174.87
