time,balance
2025-03-01T00:00:00,15000.0
2025-03-05T16:00:00,15000.0
2025-03-10T16:00:00,15000.0
2025-03-12T20:00:00,15007.59
2025-03-12T20:00:00,15000.89
2025-03-14T20:00:00,15000.89
2025-03-19T12:00:00,15000.89
2025-03-19T12:00:00,15000.89
2025-03-20T12:00:00,15005.12
2025-03-20T12:00:00,15013.58
2025-03-20T12:00:00,15010.52
2025-03-26T08:00:00,15010.52
2025-03-31T12:00:00,15010.52
2025-03-31T12:00:00,15010.52
2025-03-31T20:00:00,15014.55
2025-03-31T20:00:00,15022.6
2025-03-31T20:00:00,15023.69
2025-04-04T20:00:00,15023.69
2025-04-14T16:00:00,15023.69
2025-04-17T20:00:00,15023.69
2025-04-22T04:00:00,15023.69
2025-04-23T04:00:00,15079.41
2025-04-23T04:00:00,15085.54
2025-04-23T04:00:00,15082.89
2025-04-23T04:00:00,15040.17
2025-04-24T12:00:00,15040.17
2025-04-28T20:00:00,15046.49
2025-05-13T08:00:00,15046.49
2025-05-14T16:00:01,15052.55
2025-05-15T04:00:00,15052.55
2025-05-16T16:00:00,15052.55
2025-05-22T12:00:00,15052.55
2025-05-22T12:00:00,15052.55
2025-05-26T16:00:00,15052.55
2025-05-26T16:00:00,15052.55
2025-05-27T16:00:03,15058.32
2025-05-27T16:00:03,15057.18
2025-05-29T04:00:00,15110.3
2025-05-29T04:00:00,15138.19
2025-05-29T04:00:00,15131.02
2025-05-29T04:00:00,15124.05
2025-05-29T12:00:00,15124.05
2025-05-29T16:00:00,15130.32
2025-06-03T16:00:00,15130.32
2025-06-13T12:00:00,15130.32
2025-06-13T12:00:00,15130.32
2025-06-18T00:05:56,15133.43
2025-06-18T12:00:03,15145.24
2025-06-18T12:00:03,15138.74
2025-06-25T16:00:03,15138.74
2025-07-01T20:00:00,15138.74
2025-07-03T20:00:00,15138.74
2025-07-07T12:00:00,15140.8
2025-07-07T16:00:00,15140.8
2025-07-10T12:00:00,15140.8
2025-07-15T00:05:30,15154.29
2025-07-15T00:05:30,15154.49
2025-07-15T00:05:30,15166.57
2025-07-15T00:05:30,15155.89
2025-07-18T04:00:00,15155.89
2025-07-18T16:00:01,15159.85
2025-07-23T16:00:00,15159.85
2025-07-25T20:00:00,15162.2
2025-07-30T04:00:00,15162.2
2025-08-01T16:00:00,15162.2
2025-08-04T00:05:31,15163.22
2025-08-04T00:05:31,15161.45
2025-08-07T08:00:00,15161.45
2025-08-12T12:00:00,15161.45
2025-08-13T00:05:55,15167.27
2025-08-13T00:05:55,15163.56
2025-08-14T04:00:00,15163.56
2025-08-14T20:00:02,15168.2
2025-08-15T12:00:30,15168.2
2025-08-15T12:00:35,15168.04
2025-08-21T16:00:00,15168.04
2025-08-21T20:00:00,15170.29
2025-08-25T20:00:00,15170.29
2025-08-26T00:05:39,15171.88
2025-09-04T20:00:00,15171.88
2025-09-09T16:00:00,15171.88
2025-09-09T16:00:00,15171.88
2025-09-11T16:00:00,15175.4
2025-09-17T20:00:00,15175.4
2025-09-19T12:00:01,15206.94
2025-09-19T12:00:01,15208.91
2025-09-19T12:00:01,15195.32
2025-09-26T16:00:00,15195.32
2025-09-29T08:00:01,15198.6
2025-09-30T04:00:00,15198.6
2025-10-01T16:00:00,15198.6
2025-10-06T12:00:00,15198.6
2025-10-08T08:00:04,15206.88
2025-10-08T08:00:04,15216.3
2025-10-08T08:00:04,15220.35
2025-10-13T16:00:00,15220.35
2025-10-17T16:00:00,15220.35
2025-10-17T16:00:00,15220.35
2025-10-22T04:00:00,15225.19
2025-10-23T12:00:00,15239.13
2025-10-23T12:00:00,15230.79
2025-10-28T04:00:04,15230.79
2025-10-29T00:05:37,15231.07
2025-11-05T04:00:00,15231.07
2025-11-06T16:00:08,15231.83
2025-11-10T04:00:05,15231.83
2025-11-13T08:00:00,15231.83
2025-11-14T20:00:00,15231.83
2025-11-18T20:00:01,15253.44
2025-11-18T20:00:01,15254.78
2025-11-18T20:00:01,15246.85
2025-11-20T20:00:00,15246.85
2025-11-26T08:00:00,15247.5
2025-11-28T12:00:00,15247.5
2025-12-04T08:00:00,15247.5
2025-12-05T00:05:18,15252.92
2025-12-05T00:05:18,15249.1
2025-12-08T04:00:00,15249.1
2025-12-08T16:00:00,15251.84
2025-12-12T16:00:00,15251.84
2025-12-16T16:00:00,15251.84
2025-12-17T12:00:00,15251.84
