Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpBBPeriod,InpBBDeviation
49,15200.92,200.92,2.870286,3.029905,1.000498,1.399630,199.10000000000036,1.3283,70,35,2.20
71,15199.77,199.77,2.981642,3.021145,0.994771,1.430730,199.10000000000036,1.3284,67,35,2.30
22,15198.05,198.05,2.676351,2.891776,0.991589,1.354584,199.09999999999854,1.3214,74,30,2.10
35,15197.35,197.35,2.631333,2.878272,0.988084,1.338376,199.10000000000036,1.3213,75,32,2.15
93,15196.83,196.83,3.075469,2.998071,0.980131,1.426934,199.10000000000036,1.3287,64,35,2.40
82,15196.83,196.83,3.075469,2.998071,0.980131,1.426934,199.10000000000036,1.3287,64,35,2.35
36,15196.51,196.51,2.655541,2.946222,0.978538,1.333270,199.10000000000036,1.3286,74,33,2.15
23,15196.36,196.36,2.618133,2.873664,0.983127,1.341500,199.10000000000036,1.3214,75,31,2.10
59,15195.99,195.99,2.760423,2.939343,0.975949,1.356434,199.10000000000036,1.3287,71,34,2.25
48,15195.99,195.99,2.760423,2.939343,0.975949,1.356434,199.10000000000036,1.3287,71,34,2.20
70,15195.24,195.24,2.789143,2.931922,0.972214,1.360628,199.10000000000036,1.3288,70,34,2.30
34,15193.67,193.67,2.689861,2.874105,0.969659,1.358295,199.10000000000036,1.3215,72,31,2.15
9,15193.51,193.51,2.650822,2.901071,0.963599,1.394666,199.10000000000036,1.3291,73,39,2.00
81,15192.30,192.30,2.870149,2.909064,0.957574,1.355739,199.09999999999854,1.3291,67,34,2.35
46,15191.79,191.79,2.701268,2.851076,0.960246,1.324103,199.10000000000036,1.3218,71,32,2.20
115,15191.36,191.36,3.137049,2.982184,0.952893,1.428600,199.10000000000036,1.3291,61,35,2.50
104,15191.36,191.36,3.137049,2.982184,0.952893,1.428600,199.10000000000036,1.3291,61,35,2.45
44,15190.98,190.98,2.728286,2.848074,0.956191,1.353497,199.10000000000036,1.3219,70,30,2.20
