Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpBBPeriod,InpBBDeviation
74,15288.44,288.44,4.006111,2.697005,1.496213,1.620859,181.95999999999913,1.2758,72,38,2.30
63,15288.44,288.44,4.006111,2.697005,1.496213,1.620859,181.95999999999913,1.2758,72,38,2.25
62,15287.82,287.82,3.737922,2.639533,1.492997,1.600982,181.96000000000095,1.2759,77,37,2.25
51,15287.82,287.82,3.737922,2.639533,1.492997,1.600982,181.96000000000095,1.2759,77,37,2.20
40,15287.66,287.66,3.687949,2.637129,1.492167,1.600092,181.96000000000095,1.2759,78,37,2.15
2,15286.02,286.02,3.531111,2.757527,1.302459,1.604981,181.95999999999913,1.4522,81,32,2.00
46,15285.18,285.18,4.016620,3.011710,1.291518,1.649447,181.95999999999913,1.4609,71,32,2.20
85,15284.33,284.33,4.004648,2.672825,1.474894,1.592308,181.95999999999913,1.2758,71,38,2.35
79,15284.04,284.04,4.303636,3.203911,1.496129,1.774700,181.95999999999913,1.2626,66,32,2.35
95,15283.37,283.37,3.881781,2.615841,1.469914,1.573120,181.96000000000095,1.2759,73,37,2.40
84,15283.37,283.37,3.881781,2.615841,1.469914,1.573120,181.96000000000095,1.2759,73,37,2.35
68,15282.74,282.74,4.097681,2.996751,1.280467,1.638869,181.95999999999913,1.4609,69,32,2.30
57,15282.74,282.74,4.097681,2.996751,1.280467,1.638869,181.95999999999913,1.4609,69,32,2.25
73,15281.11,281.11,3.748133,2.601310,1.458191,1.561456,181.96000000000095,1.2759,75,37,2.30
107,15276.11,276.11,4.060441,2.662412,1.432254,1.570775,181.95999999999913,1.2758,68,38,2.45
96,15275.63,275.63,3.937571,2.621639,1.429764,1.555957,181.95999999999913,1.2758,70,38,2.40
90,15274.90,274.90,4.295312,3.132992,1.447985,1.742415,181.96000000000095,1.2633,64,32,2.40
118,15274.00,274.00,4.151515,2.687400,1.421309,1.584391,181.95999999999913,1.2758,66,38,2.50
117,15272.44,272.44,3.948406,2.587091,1.413217,1.549882,181.96000000000095,1.2759,69,37,2.50
106,15272.44,272.44,3.948406,2.587091,1.413217,1.549882,181.96000000000095,1.2759,69,37,2.45
112,15268.58,268.58,4.263175,3.083954,1.380519,1.721628,181.96000000000095,1.2880,63,32,2.50
101,15268.58,268.58,4.263175,3.083954,1.380519,1.721628,181.96000000000095,1.2880,63,32,2.45
